tweet_id,favorites,retweets
734912297295085568,2926,564
734787690684657664,13453,6909
734776360183431168,2686,592
734559631394082816,1605,432
733828123016450049,3852,854
733822306246479872,3936,1105
733482008106668032,3363,1041
733460102733135873,4509,1407
733109485275860992,45483,17376
732732193018155009,2611,586
732726085725589504,3785,967
732585889486888962,3946,848
732375214819057664,8644,2755
732005617171337216,15977,5986
731285275100512256,3731,1075
731156023742988288,4102,1391
730924654643314689,6561,2172
730573383004487680,5278,2367
730427201120833536,3718,1144
730211855403241472,4096,1150
730196704625098752,5228,2116
729854734790754305,4307,1223
729838605770891264,1824,418
729823566028484608,4267,1359
729463711119904772,6216,2520
729113531270991872,2017,360
728986383096946689,3393,893
728760639972315136,4994,1852
728751179681943552,2991,741
728653952833728512,3544,1139
728409960103686147,5272,2204
728387165835677696,3933,1045
728046963732717569,4620,1286
728035342121635841,4860,1835
728015554473250816,4396,1195
727685679342333952,3134,696
727644517743104000,6305,1914
727524757080539137,4785,1339
727314416056803329,3550,816
727286334147182592,3246,898
727175381690781696,4137,1495
727155742655025152,3894,1450
726935089318363137,7353,2676
726887082820554753,4104,1645
726828223124897792,3796,1099
726224900189511680,4718,1270
725842289046749185,7539,2895
725786712245440512,4451,1487
725729321944506368,5541,1948
725458796924002305,1509,680
724983749226668032,3960,1429
724771698126512129,2537,700
724405726123311104,5679,1803
724049859469295616,4631,1934
724046343203856385,2849,607
724004602748780546,4476,1733
723912936180330496,4145,1342
723688335806480385,8249,3258
723673163800948736,3234,976
723179728551723008,5658,2053
722974582966214656,4392,1718
722613351520608256,5292,1790
721503162398597120,4987,2054
721001180231503872,2695,670
720785406564900865,3329,843
720775346191278080,2644,743
720415127506415616,4406,1633
720389942216527872,6846,2761
720340705894408192,3065,1065
720059472081784833,4157,1238
720043174954147842,5227,2188
719991154352222208,5161,1915
719704490224398336,4873,1588
719551379208073216,5401,2116
719367763014393856,2978,805
719339463458033665,4708,1366
719332531645071360,3644,1044
718971898235854848,3728,1203
718939241951195136,5602,1918
718631497683582976,20243,8848
718613305783398402,2618,527
718540630683709445,2661,1105
718460005985447936,2886,582
718454725339934721,5209,1644
718246886998687744,2058,548
718234618122661888,4131,1091
717841801130979328,2618,651
717790033953034240,3101,1236
717537687239008257,6156,2013
717428917016076293,1709,497
717421804990701568,3373,923
717047459982213120,6689,2084
717009362452090881,3495,1071
716802964044845056,4555,1281
716791146589110272,5902,1518
716730379797970944,1309,460
716447146686459905,14018,6428
716439118184652801,2521,241
716285507865542656,2972,1193
716080869887381504,5218,1905
715928423106027520,3420,957
715758151270801409,3989,1557
715733265223708672,4980,1856
715704790270025728,2992,617
715696743237730304,4169,1413
715680795826982913,4618,1773
715360349751484417,5842,1717
715342466308784130,3228,747
715220193576927233,2572,716
715200624753819648,5468,2058
715009755312439296,4449,1354
714982300363173890,4010,1132
714962719905021952,7857,4679
714957620017307648,4417,1551
714631576617938945,3491,1092
714606013974974464,3867,1018
714485234495041536,2896,1273
714258258790387713,3214,785
714251586676113411,3494,918
714214115368108032,2431,962
714141408463036416,4591,1531
713919462244790272,3490,850
713909862279876608,2042,598
713900603437621249,3017,812
713761197720473600,5200,1502
713411074226274305,4708,1410
713177543487135744,7693,3104
713175907180089344,4760,1589
712809025985978368,19904,7374
712717840512598017,13220,5457
712668654853337088,4443,1329
712438159032893441,5687,1707
712309440758808576,261,25
712097430750289920,4058,1137
712092745624633345,3144,987
712085617388212225,3454,535
712065007010385924,2421,688
711998809858043904,0,137
711968124745228288,8606,2526
711743778164514816,3035,1076
711732680602345472,9526,4517
711694788429553666,35124,19968
711652651650457602,4133,1004
711363825979756544,3913,1248
711306686208872448,3534,798
711008018775851008,3202,685
710997087345876993,4860,1520
710844581445812225,2727,748
710833117892898816,2882,588
710658690886586372,2468,618
710609963652087808,5130,2568
710588934686908417,4874,2053
710296729921429505,2529,804
710283270106132480,2276,564
710272297844797440,4836,1378
710269109699739648,2568,1230
710153181850935296,3103,971
710140971284037632,2956,978
710117014656950272,5880,2179
709918798883774466,3186,1174
709901256215666688,720,109
709852847387627521,3748,1303
709566166965075968,3772,1324
709556954897764353,3510,1164
709519240576036864,1591,263
709449600415961088,2379,646
709409458133323776,2800,765
709225125749587968,2562,627
709207347839836162,13479,6389
709198395643068416,2576,699
709179584944730112,2154,738
709158332880297985,2188,454
709042156699303936,5099,1801
708853462201716736,1913,719
708845821941387268,3174,982
708834316713893888,1823,551
708810915978854401,17657,7624
708738143638450176,2932,891
708711088997666817,2726,798
708479650088034305,2722,744
708469915515297792,3292,897
708400866336894977,17147,11064
708356463048204288,3860,1478
708349470027751425,2517,808
708149363256774660,4563,1689
708130923141795840,3624,919
708119489313951744,2872,1069
708109389455101952,2071,591
708026248782585858,4668,2108
707995814724026368,3319,1227
707983188426153984,51,2
707969809498152960,2885,1064
707776935007539200,3507,1039
707741517457260545,2663,670
707738799544082433,4389,2706
707693576495472641,3666,1095
707629649552134146,2762,959
707610948723478529,18165,7036
707420581654872064,2441,768
707411934438625280,2436,655
707387676719185920,3755,1435
707377100785885184,3524,1179
707315916783140866,2643,705
707297311098011648,2950,879
707059547140169728,2756,741
707038192327901184,2355,878
707021089608753152,4345,1507
707014260413456384,2462,647
706904523814649856,15614,8599
706901761596989440,2213,662
706681918348251136,3553,1061
706644897839910912,2760,1200
706593038911545345,2310,690
706538006853918722,3704,1541
706516534877929472,3322,1131
706346369204748288,3689,1008
706310011488698368,22987,8774
706291001778950144,1818,511
706265994973601792,2916,1004
706169069255446529,4200,2440
706166467411222528,5511,1766
706153300320784384,1600,421
705975130514706432,3326,810
705970349788291072,3367,977
705898680587526145,2542,620
705786532653883392,2092,581
705591895322394625,3398,1268
705475953783398401,3174,1013
705442520700944385,4775,1811
705428427625635840,4086,1865
705239209544720384,3216,821
705223444686888960,2764,881
705102439679201280,2308,566
705066031337840642,2329,663
704871453724954624,4524,1221
704859558691414016,2416,601
704847917308362754,5479,1688
704819833553219584,2834,1107
704761120771465216,7124,3182
704499785726889984,3150,1092
704491224099647488,820,93
704480331685040129,3646,1161
704364645503647744,8624,3893
704347321748819968,1694,386
704134088924532736,1623,509
704113298707505153,1989,616
704054845121142784,3135,1004
703774238772166656,1978,510
703769065844768768,3535,1245
703631701117943808,2782,757
703611486317502464,4140,1667
703425003149250560,4080,1514
703407252292673536,2641,761
703382836347330562,3762,1255
703356393781329922,2043,423
703268521220972544,2110,608
703079050210877440,7916,3387
703041949650034688,28371,13775
702932127499816960,2777,796
702899151802126337,1733,493
702684942141153280,3449,1180
702671118226825216,2345,614
702598099714314240,11094,3604
702539513671897089,3076,1056
702332542343577600,3431,1703
702321140488925184,3527,1131
702276748847800320,2653,837
702217446468493312,5156,1472
701981390485725185,3689,1084
701952816642965504,4095,1113
701889187134500865,3825,1513
701805642395348998,3675,1855
701601587219795968,2236,505
701570477911896070,3021,1027
701545186879471618,2842,665
701214700881756160,13151,5634
700890391244103680,2384,629
700864154249383937,2778,669
700847567345688576,2605,546
700796979434098688,2610,1046
700747788515020802,24549,10314
700518061187723268,2822,875
700505138482569216,2443,625
700462010979500032,4447,1975
700167517596164096,2845,819
700151421916807169,2403,727
700143752053182464,8100,3031
700062718104104960,2832,760
700029284593901568,2219,637
700002074055016451,3548,1476
699801817392291840,3271,1058
699788877217865730,2411,543
699779630832685056,2970,1356
699775878809702401,2099,669
699691744225525762,11006,5038
699446877801091073,6370,2865
699434518667751424,2329,559
699423671849451520,1467,363
699413908797464576,2212,676
699370870310113280,2015,482
699323444782047232,3391,951
699088579889332224,2397,692
699079609774645248,2622,717
699072405256409088,3226,1298
699060279947165696,4053,1992
699036661657767936,2801,1309
698989035503689728,3635,1082
698953797952008193,2903,987
698907974262222848,2726,680
698710712454139905,2656,752
698703483621523456,1559,415
698635131305795584,1376,374
698549713696649216,2486,679
698355670425473025,2005,493
698342080612007937,2432,1041
698262614669991936,5100,2209
698195409219559425,18011,6557
698178924120031232,3018,809
697995514407682048,1635,364
697990423684476929,3526,1419
697943111201378304,2575,756
697881462549430272,3241,1302
697630435728322560,1873,592
697616773278015490,3385,1110
697596423848730625,3249,1381
697575480820686848,2195,553
697516214579523584,2228,1245
697482927769255936,2599,744
697463031882764288,3663,1513
697270446429966336,5016,2040
697259378236399616,3529,1096
697255105972801536,3243,1275
697242256848379904,2697,733
696900204696625153,3430,1124
696894894812565505,2523,739
696886256886657024,5183,1961
696877980375769088,2628,782
696754882863349760,1579,389
696744641916489729,2236,1042
696713835009417216,2553,719
696518437233913856,4189,1851
696490539101908992,1312,162
696488710901260288,2728,1133
696405997980676096,3449,1248
696100768806522880,2078,726
695816827381944320,3219,1283
695794761660297217,3417,854
695767669421768709,2010,819
695629776980148225,4911,2317
695446424020918272,4665,1982
695409464418041856,9241,3914
695314793360662529,3915,1621
695095422348574720,2827,674
695074328191332352,3053,1210
695064344191721472,1723,659
695051054296211456,2859,865
694925794720792577,2897,1009
694905863685980160,2968,1029
694669722378485760,38233,15869
694356675654983680,1618,317
694352839993344000,2184,681
694342028726001664,1686,532
694329668942569472,2155,549
694206574471057408,4498,2242
694183373896572928,3152,1017
694001791655137281,3630,1134
693993230313091072,2007,444
693942351086120961,1853,405
693647888581312512,2896,652
693644216740769793,1442,142
693642232151285760,2730,456
693629975228977152,2631,879
693622659251335168,1653,407
693590843962331137,5440,2160
693582294167244802,1764,282
693486665285931008,1903,684
693280720173801472,3602,1363
693267061318012928,2557,900
693262851218264065,2393,550
693231807727280129,3069,807
693155686491000832,8480,3521
693109034023534592,1842,672
693095443459342336,2011,507
692919143163629568,2863,817
692905862751522816,2617,966
692901601640583168,1926,662
692894228850999298,2445,885
692828166163931137,3090,964
692752401762250755,7336,3999
692568918515392513,4652,1685
692535307825213440,3431,1488
692530551048294401,1982,460
692423280028966913,1582,254
692417313023332352,10061,3814
692187005137076224,2702,901
692158366030913536,2311,877
692142790915014657,1762,430
692041934689402880,3641,1396
692017291282812928,3075,1051
691820333922455552,4233,1807
691793053716221953,8740,4614
691756958957883396,3107,1126
691675652215414786,2079,559
691483041324204033,2546,630
691459709405118465,4356,1260
691444869282295808,2843,932
691416866452082688,20801,8412
691321916024623104,2771,723
691096613310316544,3178,983
691090071332753408,1829,374
690989312272396288,6358,3162
690959652130045952,3838,1382
690938899477221376,4443,2195
690932576555528194,3529,1117
690735892932222976,4047,1409
690728923253055490,2323,572
690690673629138944,2490,869
690649993829576704,1405,308
690607260360429569,311,19
690597161306841088,2107,660
690400367696297985,2002,495
690374419777196032,3485,951
690360449368465409,2859,978
690348396616552449,1610,559
690248561355657216,1808,454
690021994562220032,2994,1140
690015576308211712,2687,810
690005060500217858,3924,1857
689999384604450816,1529,413
689993469801164801,1576,503
689977555533848577,1464,489
689905486972461056,2602,762
689877686181715968,3236,1306
689835978131935233,2321,827
689661964914655233,3427,1015
689659372465688576,11173,4288
689623661272240129,2403,717
689599056876867584,12505,6083
689557536375177216,2208,509
689517482558820352,3639,1570
689289219123089408,2418,1018
689283819090870273,3528,1216
689280876073582592,2146,791
689275259254616065,1241,272
689255633275777024,2756,1182
689154315265683456,3284,1105
689143371370250240,2180,569
688916208532455424,2929,959
688908934925697024,2270,848
688898160958271489,2257,868
688894073864884227,2399,771
688828561667567616,1475,407
688804835492233216,1026,215
688789766343622656,2376,729
688547210804498433,2797,771
688519176466644993,2473,802
688385280030670848,9987,4901
688211956440801280,2386,921
688179443353796608,2271,647
688116655151435777,3027,863
688064179421470721,1841,395
687841446767013888,5878,2790
687826841265172480,2933,1254
687818504314159109,2692,1055
687807801670897665,2565,768
687732144991551489,1888,725
687704180304273409,2620,932
687664829264453632,2084,564
687494652870668288,2055,635
687480748861947905,1713,274
687476254459715584,2125,593
687460506001633280,2192,595
687399393394311168,2033,688
687317306314240000,21600,10100
687312378585812992,4675,2093
687127927494963200,5867,2520
687124485711986689,2322,557
687109925361856513,6233,2722
687102708889812993,2510,1091
687096057537363968,2406,673
686947101016735744,9251,3493
686760001961103360,3767,1513
686749460672679938,3737,1615
686730991906516992,4457,1316
686683045143953408,3010,885
686618349602762752,3947,1500
686606069955735556,2026,595
686394059078897668,1888,752
686386521809772549,3483,977
686377065986265092,2378,621
686358356425093120,2357,753
686286779679375361,4293,1840
686050296934563840,2368,813
686035780142297088,1242,134
686034024800862208,3344,1294
686007916130873345,2652,460
686003207160610816,1954,705
685973236358713344,2266,590
685943807276412928,1756,675
685906723014619143,8082,3209
685681090388975616,2173,139
685667379192414208,2507,638
685663452032069632,3481,1609
685641971164143616,3144,855
685547936038666240,35424,17280
685532292383666176,3265,1270
685325112850124800,10210,4404
685321586178670592,2846,712
685315239903100929,3596,1189
685307451701334016,2215,483
685268753634967552,3339,1335
685198997565345792,2493,737
685169283572338688,4392,1575
684969860808454144,2465,422
684959798585110529,7152,3445
684940049151070208,3451,1154
684926975086034944,3765,526
684914660081053696,3760,1612
684902183876321280,2009,588
684880619965411328,2251,912
684830982659280897,37700,23798
684800227459624960,2915,1090
684594889858887680,9605,3903
684588130326986752,4419,1553
684567543613382656,3227,1367
684538444857667585,2849,1061
684481074559381504,4146,1291
684460069371654144,2119,613
684241637099323392,8773,3636
684225744407494656,1332,233
684222868335505415,4128,1527
684200372118904832,2330,1135
684195085588783105,2055,572
684188786104872960,3734,1299
684177701129875456,2168,740
684147889187209216,3196,1650
684122891630342144,2133,526
684097758874210310,4412,1582
683857920510050305,4074,1228
683852578183077888,2064,388
683849932751646720,2816,1082
683834909291606017,2817,1221
683828599284170753,2995,1162
683773439333797890,3598,1487
683742671509258241,7005,3671
683515932363329536,7902,3199
683498322573824003,3394,1055
683481228088049664,2822,1090
683462770029932544,2616,740
683449695444799489,4179,1771
683391852557561860,8165,2627
683357973142474752,3161,1037
683142553609318400,3093,1151
683111407806746624,3652,1007
683098815881154561,2322,717
683078886620553216,2127,617
683030066213818368,2315,806
682962037429899265,39796,18447
682808988178739200,1904,204
682788441537560576,2651,1232
682750546109968385,1628,479
682697186228989953,1411,394
682662431982772225,3265,1180
682638830361513985,2206,659
682429480204398592,3677,1278
682406705142087680,8137,1949
682393905736888321,2386,752
682389078323662849,1788,511
682303737705140231,3304,1101
682259524040966145,4473,1347
682242692827447297,3490,1302
682088079302213632,19689,10943
682059653698686977,5320,1869
682047327939461121,3448,1063
682032003584274432,7059,2225
682003177596559360,3377,1679
681981167097122816,2968,1133
681891461017812993,2646,919
681694085539872773,13721,4449
681679526984871937,1882,489
681654059175129088,2838,1024
681610798867845120,2049,519
681579835668455424,3806,1447
681523177663676416,15380,6420
681340665377193984,1761,306
681339448655802368,9968,4472
681320187870711809,2852,841
681302363064414209,4231,2017
681297372102656000,3412,1057
681281657291280384,3446,1213
681261549936340994,1558,300
681242418453299201,1605,603
681231109724700672,2559,530
681193455364796417,3982,1637
680970795137544192,2597,725
680959110691590145,4882,2190
680940246314430465,3453,1169
680934982542561280,2223,485
680913438424612864,2558,683
680889648562991104,1895,404
680836378243002368,3688,1474
680805554198020098,2320,730
680801747103793152,2541,909
680798457301471234,3061,1147
680609293079592961,2823,785
680583894916304897,3856,1473
680497766108381184,4534,2108
680494726643068929,1836,530
680473011644985345,2714,822
680440374763077632,1552,552
680221482581123072,1559,319
680206703334408192,3040,1291
680191257256136705,2295,561
680176173301628928,4178,1717
680161097740095489,2477,805
680145970311643136,3875,1915
680130881361686529,2458,1045
680115823365742593,2902,1003
680100725817409536,3813,1508
680085611152338944,13678,9788
680070545539371008,2751,963
680055455951884288,17891,7845
679877062409191424,2102,706
679872969355714560,2318,726
679862121895714818,2630,684
679854723806179328,3071,1356
679844490799091713,2535,859
679828447187857408,38832,15408
679777920601223168,3303,1235
679736210798047232,2242,883
679729593985699840,2314,908
679722016581222400,1771,521
679530280114372609,5089,2281
679527802031484928,2836,802
679511351870550016,3611,1417
679503373272485890,3389,1630
679475951516934144,2246,703
679462823135686656,34050,20727
679405845277462528,2543,1329
679158373988876288,23023,8928
679148763231985668,2966,1132
679132435750195208,3175,1277
679111216690831360,6389,2816
679062614270468097,18308,9051
679047485189439488,2407,753
679001094530465792,3014,1354
678991772295516161,2490,1285
678969228704284672,1753,507
678800283649069056,2749,988
678798276842360832,3727,1305
678774928607469569,2967,1012
678767140346941444,3767,1508
678764513869611008,1740,526
678755239630127104,7631,3646
678740035362037760,4001,1874
678708137298427904,5942,2673
678675843183484930,3070,1634
678643457146150913,2189,471
678446151570427904,4262,1730
678424312106393600,5776,2790
678410210315247616,4527,2005
678399652199309312,61938,30331
678396796259975168,1691,460
678389028614488064,1987,459
678380236862578688,2596,988
678341075375947776,1841,590
678334497360859136,1382,294
678278586130948096,12248,6653
678255464182861824,1688,407
678023323247357953,2052,426
678021115718029313,14666,6969
677961670166224897,3625,1832
677918531514703872,1434,445
677895101218201600,5148,2320
677716515794329600,3243,1068
677700003327029250,3599,1568
677698403548192770,1301,348
677687604918272002,2625,920
677673981332312066,3547,1634
677662372920729601,2077,1067
677644091929329666,1997,869
677573743309385728,2274,798
677565715327688705,1370,500
677557565589463040,2595,1271
677547928504967168,7373,3964
677530072887205888,1129,244
677335745548390400,3247,1954
677334615166730240,1439,320
677331501395156992,1157,259
677328882937298944,3858,1633
677314812125323265,1750,586
677301033169788928,1324,452
677269281705472000,2110,767
677228873407442944,3759,1785
677187300187611136,2905,1002
676975532580409345,2940,1169
676957860086095872,2338,884
676949632774234114,1376,428
676948236477857792,2300,952
676946864479084545,1807,410
676942428000112642,2202,831
676936541936185344,13494,5364
676916996760600576,3151,1952
676897532954456065,2378,793
676864501615042560,2233,781
676821958043033607,24519,17047
676819651066732545,1909,722
676811746707918848,1503,459
676776431406465024,5288,2186
676617503762681856,3071,1073
676613908052996102,1153,210
676606785097199616,1994,478
676603393314578432,1238,426
676593408224403456,4842,2345
676590572941893632,975,139
676588346097852417,2475,866
676582956622721024,1276,306
676575501977128964,2736,1227
676533798876651520,1986,605
676496375194980353,1598,581
676470639084101634,12348,5088
676440007570247681,1819,732
676430933382295552,1475,374
676263575653122048,2186,591
676237365392908289,1290,322
676219687039057920,79152,33774
676215927814406144,1834,639
676191832485810177,2406,1112
676146341966438401,2029,724
676121918416756736,2269,1268
676101918813499392,2970,1252
676098748976615425,3185,1562
676089483918516224,1387,464
675898130735476737,1732,630
675891555769696257,2252,947
675888385639251968,2519,1038
675878199931371520,4423,1528
675870721063669760,1736,611
675853064436391936,2843,1410
675849018447167488,998,165
675845657354215424,2415,966
675822767435051008,1609,575
675820929667219457,1107,248
675798442703122432,10849,3672
675781562965868544,1702,513
675740360753160193,1224,374
675710890956750848,1999,899
675707330206547968,2099,746
675706639471788032,680,103
675534494439489536,1905,452
675531475945709568,1243,417
675522403582218240,1093,307
675517828909424640,1380,492
675501075957489664,18090,6301
675497103322386432,3310,1406
675489971617296384,1364,647
675483430902214656,1943,1051
675432746517426176,1596,613
675372240448454658,1799,546
675362609739206656,1104,250
675354435921575936,34521,18512
675349384339542016,4148,2446
675334060156301312,2931,1391
675166823650848770,3811,1744
675153376133427200,6624,2811
675149409102012420,3932,1819
675147105808306176,994,260
675146535592706048,1258,338
675145476954566656,2245,968
675135153782571009,1364,530
675113801096802304,2054,845
675111688094527488,1012,273
675109292475830276,2928,1218
675047298674663426,1113,354
675015141583413248,2847,1291
675006312288268288,1024,243
675003128568291329,1629,505
674999807681908736,2365,1193
674805413498527744,907,381
674800520222154752,3158,930
674793399141146624,2634,1176
674790488185167872,1153,271
674788554665512960,848,223
674781762103414784,2097,1301
674774481756377088,1184,513
674767892831932416,1927,858
674764817387900928,829,257
674754018082705410,1427,481
674752233200820224,1541,501
674743008475090944,1469,589
674742531037511680,514,54
674739953134403584,1171,423
674737130913071104,673,99
674690135443775488,1202,499
674670581682434048,1697,700
674664755118911488,967,271
674646392044941312,1501,539
674644256330530816,1076,295
674638615994089473,1759,629
674632714662858753,1567,617
674606911342424069,986,109
674468880899788800,6509,2210
674447403907457024,1111,382
674436901579923456,1167,420
674422304705744896,1494,571
674416750885273600,712,149
674410619106390016,1250,501
674394782723014656,1565,615
674372068062928900,889,332
674330906434379776,584,77
674318007229923329,1478,553
674307341513269249,11875,7435
674291837063053312,15468,6332
674271431610523648,1641,777
674269164442398721,936,245
674265582246694913,1715,901
674262580978937856,1355,488
674255168825880576,1533,601
674082852460433408,784,181
674075285688614912,1020,306
674063288070742018,6657,2380
674053186244734976,3480,1402
674051556661161984,1518,516
674045139690631169,1476,690
674042553264685056,752,137
674038233588723717,1148,437
674036086168010753,878,233
674024893172875264,1870,1312
674019345211760640,1182,322
674014384960745472,1638,693
674008982932058114,1254,377
673956914389192708,2041,1036
673919437611909120,1218,388
673906403526995968,3331,1744
673887867907739649,973,267
673716320723169284,3212,813
673715861853720576,3709,2237
673711475735838725,1084,318
673709992831262724,886,296
673708611235921920,1118,308
673707060090052608,1150,420
673705679337693185,1312,422
673700254269775872,1492,609
673697980713705472,3973,2092
673689733134946305,1817,689
673688752737402881,1318,527
673686845050527744,1506,465
673680198160809984,1426,501
673662677122719744,1304,384
673656262056419329,751,259
673636718965334016,1169,395
673612854080196609,1654,775
673583129559498752,1241,392
673580926094458881,864,284
673576835670777856,1441,596
673363615379013632,1064,331
673359818736984064,1521,712
673355879178194945,1553,627
673352124999274496,1719,575
673350198937153538,763,223
673345638550134785,2631,1373
673343217010679808,1011,283
673342308415348736,1319,630
673320132811366400,14110,8465
673317986296586240,902,281
673295268553605120,7846,3379
673270968295534593,1107,394
673240798075449344,1475,772
673213039743795200,2346,900
673148804208660480,1772,669
672997845381865473,2044,764
672995267319328768,994,316
672988786805112832,1013,305
672984142909456390,1299,574
672980819271634944,1878,1052
672975131468300288,1757,978
672970152493887488,997,376
672968025906282496,1368,586
672964561327235073,1480,683
672902681409806336,1421,534
672898206762672129,924,445
672884426393653248,1620,880
672877615439593473,1067,391
672834301050937345,1369,610
672828477930868736,1305,518
672640509974827008,1010,340
672622327801233409,1350,523
672614745925664768,1273,624
672609152938721280,1158,410
672604026190569472,1161,431
672594978741354496,1379,641
672591762242805761,990,351
672591271085670400,757,198
672538107540070400,1066,394
672523490734551040,677,182
672488522314567680,1155,466
672482722825261057,1181,642
672481316919734272,740,129
672475084225949696,1497,744
672466075045466113,1413,573
672272411274932228,6721,3590
672267570918129665,1556,647
672264251789176834,1192,363
672256522047614977,2931,1654
672254177670729728,1482,782
672248013293752320,1791,642
672245253877968896,713,164
672239279297454080,929,337
672231046314901505,1916,1065
672222792075620352,815,224
672205392827572224,2349,1226
672169685991993344,1057,393
672160042234327040,905,382
672139350159835138,1827,767
672125275208069120,2504,1212
672095186491711488,1034,388
672082170312290304,981,387
672068090318987265,1353,545
671896809300709376,8800,4407
671891728106971137,1384,596
671882082306625538,3608,1455
671879137494245376,1478,728
671874878652489728,1303,584
671866342182637568,1170,533
671855973984772097,955,483
671789708968640512,7357,3696
671768281401958400,1240,553
671763349865160704,1751,975
671744970634719232,1399,818
671743150407421952,770,240
671735591348891648,1499,793
671729906628341761,8900,4636
671561002136281088,13401,7691
671550332464455680,951,219
671547767500775424,1410,632
671544874165002241,2077,1110
671542985629241344,1136,599
671538301157904385,961,418
671536543010570240,1225,435
671533943490011136,1070,611
671528761649688577,874,272
671520732782923777,1455,562
671518598289059840,985,306
671511350426865664,1681,771
671504605491109889,7327,3747
671497587707535361,958,472
671488513339211776,1052,496
671486386088865792,605,217
671485057807351808,792,243
671390180817915904,1472,782
671362598324076544,1163,310
671357843010908160,415,155
671355857343524864,496,118
671347597085433856,1010,461
671186162933985280,768,228
671182547775299584,1167,363
671166507850801152,909,375
671163268581498880,1733,1176
671159727754231808,388,86
671154572044468225,747,229
671151324042559489,697,161
671147085991960577,699,242
671141549288370177,1213,692
671138694582165504,967,426
671134062904504320,777,205
671122204919246848,3643,2691
671115716440031232,1404,817
671109016219725825,1189,464
670995969505435648,1150,309
670842764863651840,25551,9310
670840546554966016,617,206
670838202509447168,1161,736
670833812859932673,464,131
670832455012716544,765,231
670826280409919488,5803,4319
670823764196741120,805,201
670822709593571328,633,102
670815497391357952,3315,1644
670811965569282048,1174,285
670807719151067136,1191,520
670804601705242624,2046,1005
670803562457407488,351,93
670797304698376195,758,249
670792680469889025,866,293
670789397210615808,690,254
670786190031921152,627,213
670783437142401025,851,419
670782429121134593,1642,831
670780561024270336,807,305
670778058496974848,339,76
670764103623966721,1117,452
670755717859713024,466,120
670733412878163972,997,537
670727704916926465,866,391
670717338665226240,1268,528
670704688707301377,789,392
670691627984359425,610,256
670679630144274432,779,308
670676092097810432,261,45
670668383499735048,11167,5353
670474236058800128,1588,811
670468609693655041,364,89
670465786746662913,1011,587
670452855871037440,569,220
670449342516494336,1237,712
670444955656130560,6983,2093
670442337873600512,677,206
670435821946826752,1096,556
670434127938719744,1467,688
670433248821026816,335,121
670428280563085312,1449,675
670427002554466305,538,174
670421925039075328,1365,682
670420569653809152,656,332
670417414769758208,587,341
670411370698022913,2126,960
670408998013820928,581,237
670403879788544000,449,168
670385711116361728,583,227
670374371102445568,768,286
670361874861563904,340,71
670338931251150849,444,118
670319130621435904,4010,1308
670303360680108032,442,143
670290420111441920,736,300
670093938074779648,1077,358
670086499208155136,725,267
670079681849372674,2325,1336
670073503555706880,1628,840
670069087419133954,659,262
670061506722140161,796,367
670055038660800512,694,351
670046952931721218,674,187
670040295598354432,783,117
670037189829525505,610,296
670003130994700288,345,98
669993076832759809,337,89
669972011175813120,461,171
669970042633789440,313,64
669942763794931712,528,180
669926384437997569,394,111
669923323644657664,245,61
669753178989142016,840,425
669749430875258880,282,68
669684865554620416,544,94
669683899023405056,408,116
669682095984410625,368,141
669680153564442624,697,304
669661792646373376,841,463
669625907762618368,3686,1914
669603084620980224,988,392
669597912108789760,534,160
669583744538451968,1549,989
669573570759163904,450,153
669571471778410496,1652,1064
669567591774625800,243,60
669564461267722241,402,129
669393256313184256,378,81
669375718304980992,1391,766
669371483794317312,515,190
669367896104181761,477,166
669363888236994561,652,242
669359674819481600,381,131
669354382627049472,2822,1347
669353438988365824,672,271
669351434509529089,462,198
669328503091937280,1051,440
669327207240699904,599,121
669324657376567296,513,218
669216679721873412,937,409
669214165781868544,460,178
669203728096960512,1049,506
669037058363662336,683,328
669015743032369152,767,392
669006782128353280,597,264
669000397445533696,21702,6746
668994913074286592,458,248
668992363537309700,780,369
668989615043424256,710,345
668988183816871936,936,500
668986018524233728,574,177
668981893510119424,563,326
668979806671884288,827,374
668975677807423489,1363,619
668967877119254528,154,25
668960084974809088,737,251
668955713004314625,295,74
668932921458302977,281,61
668902994700836864,330,106
668892474547511297,412,161
668872652652679168,550,314
668852170888998912,470,174
668826086256599040,456,147
668815180734689280,596,285
668779399630725120,733,397
668655139528511488,552,229
668645506898350081,933,573
668643542311546881,923,562
668641109086707712,1123,564
668636665813057536,1084,510
668633411083464705,2939,1746
668631377374486528,747,338
668627278264475648,332,122
668625577880875008,411,140
668623201287675904,1510,829
668620235289837568,216,46
668614819948453888,636,334
668587383441514497,1728,1146
668567822092664832,255,61
668544745690562560,543,239
668542336805281792,483,226
668537837512433665,259,78
668528771708952576,485,237
668507509523615744,339,113
668496999348633600,428,139
668484198282485761,441,249
668480044826800133,480,155
668466899341221888,923,545
668297328638447616,643,313
668291999406125056,259,34
668286279830867968,525,144
668274247790391296,857,243
668268907921326080,574,252
668256321989451776,1351,650
668248472370458624,1028,511
668237644992782336,6454,3003
668226093875376128,314,110
668221241640230912,525,209
668204964695683073,576,204
668190681446379520,676,205
668171859951755264,511,202
668154635664932864,513,330
668142349051129856,581,302
668113020489474048,690,258
667937095915278337,1323,839
667924896115245057,309,117
667915453470232577,218,58
667911425562669056,511,318
667902449697558528,876,390
667886921285246976,1969,1150
667885044254572545,848,509
667878741721415682,406,124
667873844930215936,651,427
667866724293877760,3103,1085
