tweet_id,favorites,retweets
828381636999917570,13624,2481
828376505180889089,7982,1186
828372645993398273,13522,3263
828361771580813312,2368,191
828046555563323392,12713,3186
828011680017821696,11178,2391
827933404142436356,21768,5838
827653905312006145,16691,3347
827600520311402496,8012,1054
827324948884643840,17163,3417
827199976799354881,11438,2505
826958653328592898,23339,5594
826848821049180160,39499,11478
826615380357632002,0,4401
826598799820865537,5532,285
826598365270007810,10892,2625
826476773533745153,19920,4688
826240494070030336,14345,2890
826204788643753985,5271,1049
826115272272650244,16966,3500
825876512159186944,11321,2093
825829644528148480,13774,2783
825535076884762624,56283,19235
825147591692263424,19818,5116
825120256414846976,0,1442
825026590719483904,6890,1442
824796380199809024,0,6140
824775126675836928,16218,3947
824663926340194305,10907,1943
824325613288833024,12767,11607
824297048279236611,16287,4324
824025158776213504,5166,665
823939628516474880,11536,3031
823719002937630720,0,12617
823699002998870016,13623,2702
823581115634085888,14125,2967
823333489516937216,758,29
823322678127919110,17086,4514
823269594223824897,0,11062
822975315408461824,18773,3859
822872901745569793,143627,49258
822859134160621569,14313,2559
822647212903690241,0,7185
822610361945911296,16003,3323
822489057087389700,19700,7185
822462944365645825,31098,16593
822244816520155136,38036,11062
822163064745328640,0,5411
821886076407029760,12342,2631
821813639212650496,0,3748
821765923262631936,9157,1864
821522889702862852,8701,1980
821421320206483457,0,6276
821407182352777218,12808,4900
821153421864615936,275,10
821149554670182400,9501,2263
821107785811234820,10440,2395
821044531881721856,13736,2570
820837357901512704,0,7512
820749716845686786,34319,11176
820690176645140481,13276,3624
820494788566847489,0,633
820446719150292993,0,2904
820314633777061888,3629,633
820078625395449857,21524,7058
820013781606658049,0,1328
819952236453363712,5796,1328
819924195358416896,14002,5446
819711362133872643,14620,3523
819588359383371776,10396,2214
819347104292290561,7852,1349
819238181065359361,2493,453
819227688460238848,25136,7512
819015337530290176,0,41104
819015331746349057,0,21206
819006400881917954,49061,21206
819004803107983360,93834,41104
818646164899774465,0,23426
818627210458333184,24154,8359
818614493328580609,10740,2904
818588835076603904,0,6931
818536468981415936,11896,2787
818307523543449600,0,9130
818259473185828864,11981,2561
818145370475810820,13386,2921
817908911860748288,5257,889
817827839487737858,56513,30474
817777686764523521,11650,2998
817536400337801217,12847,3412
817502432452313088,0,3814
817423860136083457,37354,16910
817415592588222464,6123,1083
817181837579653120,0,9579
817171292965273600,9500,2259
817120970343411712,13213,2947
817056546584727552,9332,1859
816829038950027264,0,5319
816816676327063552,10889,2298
816697700272001025,10675,2476
816450570814898180,33328,9130
816336735214911488,9380,2204
816091915477250048,9726,2425
816062466425819140,0,1180
816014286006976512,0,5986
815990720817401858,5443,1180
815966073409433600,24523,9579
815745968457060357,0,4649
815736392542261248,10721,2552
815639385530101762,8974,1856
815390420867969024,11257,4283
814986499976527872,8323,1459
814638523311648768,12292,3053
814578408554463233,0,6557
814530161257443328,9459,2092
814153002265309185,31368,9795
813944609378369540,0,3638
813910438903693312,10129,2121
813812741911748608,39646,15798
813800681631023104,9115,1991
813217897535406080,20388,8223
813202720496779264,10002,2030
813187593374461952,21660,4922
813172488309972993,10197,2167
813157409116065792,8451,2494
813142292504645637,9188,2656
813130366689148928,4873,499
813127251579564032,12970,3540
813112105746448384,11282,3118
813096984823349248,11487,4081
813081950185472002,10787,3123
813066809284972545,8687,2194
813051746834595840,22869,8250
812781120811126785,8260,2152
812747805718642688,0,7845
812709060537683968,7229,1613
812503143955202048,6652,1381
812466873996607488,8733,2174
812372279581671427,14950,4140
811985624773361665,7948,1589
811744202451197953,8252,1823
811647686436880384,6087,837
811627233043480576,13997,3540
811386762094317568,22826,7226
810984652412424192,5835,1612
810896069567610880,9886,2022
810657578271330305,11984,2982
810284430598270976,38792,12945
810254108431155201,16056,3792
809920764300447744,16919,4401
809808892968534016,0,5550
809448704142938112,7578,1661
809220051211603969,21798,6360
809084759137812480,14437,3955
808838249661788160,11039,3433
808733504066486276,8632,2442
808501579447930884,12336,2924
808344865868283904,46467,23426
808134635716833280,0,6741
808106460588765185,9530,2463
808001312164028416,13748,3990
807621403335917568,15951,4157
807106840509214720,123206,61256
807059379405148160,0,8288
807010152071229440,14250,4304
806629075125202948,82337,39566
806620845233815552,0,6235
806576416489959424,5288,2179
806542213899489280,11166,2682
806242860592926720,0,13226
806219024703037440,7004,1356
805958939288408065,0,6063
805932879469572096,9028,2145
805826884734976000,7189,2070
805823200554876929,0,9109
805520635690676224,6265,1870
805487436403003392,9583,2858
805207613751304193,8510,1919
804738756058218496,15034,4351
804475857670639616,6741,2274
804413760345620481,0,3632
804026241225523202,48820,18332
803773340896923648,11003,3129
803692223237865472,0,8412
803638050916102144,12020,4688
803380650405482500,8471,2101
803321560782307329,0,6040
803276597545603072,10980,2791
802952499103731712,9883,2265
802624713319034886,0,3307
802600418706604034,7798,1661
802572683846291456,9789,2835
802323869084381190,17783,6612
802265048156610565,6936,1536
802239329049477120,9929,2942
802185808107208704,0,305
801958328846974976,8450,1930
801854953262350336,1924,263
801538201127157760,8960,2328
801285448605831168,6645,937
801167903437357056,26862,6741
801127390143516673,0,4497
801115127852503040,8837,2362
800859414831898624,757,109
800855607700029440,0,1841
800751577355128832,11489,3130
800513324630806528,14400,3402
800459316964663297,10344,2424
800443802682937345,0,4900
800388270626521089,12212,3161
800188575492947969,0,4449
800141422401830912,16757,2904
800018252395122689,31122,14917
799774291445383169,0,5319
799757965289017345,9208,2443
799422933579902976,8804,2158
799308762079035393,0,6276
799297110730567681,10859,3144
799063482566066176,8859,2785
798933969379225600,14432,5069
798925684722855936,8124,1623
798705661114773508,0,7493
798701998996647937,0,8848
798697898615730177,0,7374
798694562394996736,0,5634
798686750113755136,0,2627
798682547630837760,0,5364
798673117451325440,0,6301
798665375516884993,0,4407
798644042770751489,0,2093
798628517273620480,0,2219
798585098161549313,0,6464
798576900688019456,0,6670
798340744599797760,0,3811
798209839306514432,11356,2884
797971864723324932,12774,3562
797545162159308800,15901,5489
797236660651966464,21917,7500
797165961484890113,253,32
796904159865868288,0,10101
796865951799083009,8405,2147
796759840936919040,13011,3465
796563435802726400,0,8290
796484825502875648,8310,1994
796387464403357696,12089,4712
796177847564038144,0,16216
796149749086875649,35510,16216
796125600683540480,5422,2021
796116448414461957,9951,2738
796080075804475393,9253,2620
796031486298386433,11842,4181
795464331001561088,54637,26969
795400264262053889,11072,3241
795076730285391872,17792,6140
794983741416415232,0,3815
794926597468000259,11271,2623
794355576146903043,0,11656
794332329137291264,10478,2993
794205286408003585,10100,3768
793962221541933056,18477,5550
793845145112371200,10090,2122
793614319594401792,0,3539
793601777308463104,8737,1850
793500921481273345,11728,2698
793286476301799424,27009,10413
793271401113350145,9469,2670
793256262322548741,21906,9427
793241302385262592,11557,3713
793226087023144960,10786,3232
793210959003287553,9801,3195
793195938047070209,16739,6356
793180763617361921,7578,2243
793165685325201412,10305,3152
793150605191548928,6771,1934
793135492858580992,7080,2808
793120401413079041,13909,4412
792913359805018113,15745,4553
792883833364439040,12400,4832
792773781206999040,8051,1905
792394556390137856,14813,4857
792050063153438720,7877,2031
791821351946420224,0,23798
791784077045166082,0,10943
791780927877898241,0,4300
791774931465953280,49417,25166
791672322847637504,12876,3539
791406955684368384,14396,4649
791312159183634433,9637,2867
791026214425268224,0,4674
790987426131050500,10863,2415
790946055508652032,18214,5319
790723298204217344,0,2624
790698755171364864,8995,2154
790581949425475584,22665,8099
790337589677002753,8577,2108
790277117346975746,13772,3638
790227638568808452,0,4055
789986466051088384,10158,2624
789960241177853952,0,4704
789903600034189313,11395,4677
789628658055020548,8270,2012
789599242079838210,7442,2187
789530877013393408,12892,3815
789314372632018944,9435,2609
789280767834746880,0,5599
789268448748703744,10007,2930
789137962068021249,10645,3153
788908386943430656,30013,14021
788765914992902144,30062,11656
788552643979468800,0,8177
788412144018661376,17101,6004
788178268662984705,7938,2410
788150585577050112,6740,1476
788070120937619456,0,3854
788039637453406209,6724,1494
787810552592695296,9513,3444
787717603741622272,11190,3142
787397959788929025,11873,3197
787322443945877504,8545,1974
787111942498508800,0,7570
786963064373534720,29100,9052
786729988674449408,0,2737
786709082849828864,19907,6877
786664955043049472,11691,2903
786595970293370880,10293,3505
786363235746385920,11948,3958
786286427768250368,8754,3240
786233965241827333,16802,5411
786051337297522688,1577,174
786036967502913536,0,7984
785927819176054784,12454,3563
785872687017132033,7317,2063
785639753186217984,8543,2496
785533386513321988,9994,2274
785515384317313025,6671,1430
785264754247995392,7959,1851
785170936622350336,13258,5496
784826020293709826,11115,3632
784517518371221505,9827,2864
784431430411685888,6218,1447
784183165795655680,22038,9109
784057939640352768,32748,12617
783839966405230592,32931,12216
783821107061198850,8057,2217
783695101801398276,11420,3628
783466772167098368,9265,2543
783391753726550016,18496,6218
783347506784731136,0,6332
783334639985389568,31988,13226
783085703974514689,8916,2497
782969140009107456,26404,8288
782747134529531904,8162,1569
782722598790725632,18877,6063
782598640137187329,8529,2121
782305867769217024,18232,6276
782021823840026624,0,7036
781955203444699136,12129,3792
781661882474196992,11420,3053
781655249211752448,4377,1258
781524693396357120,22699,6235
781308096455073793,7799,2866
781251288990355457,9244,2369
781163403222056960,10673,3071
780931614150983680,23650,8290
780858289093574656,7855,2248
780800785462489090,6033,1461
780601303617732608,13224,3748
780543529827336192,6889,1956
780496263422808064,0,4193
780476555013349377,0,133
780459368902959104,5775,1197
780192070812196864,9524,2524
780092040432480260,0,2585
780074436359819264,13403,5631
779834332596887552,20799,7984
779377524342161408,9643,3510
779124354206535695,0,20727
779123168116150273,12896,4097
779056095788752897,16168,5095
778990705243029504,21883,8206
778774459159379968,0,11206
778764940568104960,936,412
778748913645780993,7538,1503
778650543019483137,6310,1681
778624900596654080,5073,1137
778408200802557953,14878,4888
778396591732486144,0,13775
778383385161035776,6382,1237
778286810187399168,11330,3723
778039087836069888,9248,2973
778027034220126208,7164,1829
777953400541634568,0,3959
777885040357281792,6936,1845
777684233540206592,12263,3307
777641927919427584,0,4797
777621514455814149,9546,2808
777189768882946048,15608,4854
776819012571455488,0,15408
776813020089548800,5323,1359
776477788987613185,9668,3151
776249906839351296,0,10314
776218204058357768,32722,17956
776201521193218049,10459,2827
776113305656188928,12821,4900
776088319444877312,2002,171
775898661951791106,0,17376
775842724423557120,12760,3015
775733305207554048,15095,4497
775729183532220416,14084,5153
775364825476165632,8120,3356
775350846108426240,11068,4401
775085132600442880,16946,5319
774757898236878852,9293,1981
774639387460112384,7326,1953
774314403806253056,23716,6276
773985732834758656,11703,4361
773922284943896577,6962,1939
773704687002451968,7184,1835
773670353721753600,5803,1454
773547596996571136,24027,6931
773336787167145985,0,5729
773308824254029826,25282,8391
773247561583001600,10206,3594
773191612633579521,10884,4607
772877495989305348,9353,4361
772826264096874500,8686,2607
772615324260794368,0,3779
772581559778025472,7056,1905
772193107915964416,6539,1555
772152991789019136,4105,1262
772117678702071809,4081,819
772114945936949249,2948,527
772102971039580160,4362,1037
771908950375665664,7157,2119
771770456517009408,13083,3811
771500966810099713,8997,2932
771380798096281600,11475,5729
771171053431250945,0,8465
771136648247640064,10006,3271
771102124360998913,6764,1610
771014301343748096,7489,1852
771004394259247104,0,246
770787852854652928,5396,1371
770772759874076672,5647,1583
770743923962707968,0,50987
770655142660169732,7971,1959
770414278348247044,6851,2310
770293558247038976,6782,1670
770093767776997377,0,3410
770069151037685760,8241,2580
769940425801170949,34235,10814
769695466921623552,6959,1863
769335591808995329,0,8599
769212283578875904,5874,1919
768970937022709760,15677,7333
768909767477751808,0,3031
768855141948723200,4571,1002
768609597686943744,4477,1349
768596291618299904,5474,1433
768554158521745409,0,6524
768473857036525572,14798,3838
768193404517830656,11867,3959
767884188863397888,5177,1576
767754930266464257,17439,6040
767500508068192258,8139,2611
767191397493538821,13351,4274
767122157629476866,10994,3187
766864461642756096,0,6338
766793450729734144,5530,1523
766714921925144576,2822,428
766693177336135680,4393,884
766423258543644672,6544,1777
766313316352462849,7362,2112
766078092750233600,0,2895
766069199026450432,4651,976
766008592277377025,4061,554
765719909049503744,7861,2406
765669560888528897,5642,1361
765395769549590528,28588,3781
765371061932261376,7696,2406
765222098633691136,12633,3779
764857477905154048,6961,1970
764259802650378240,6582,1699
763956972077010945,798,61
763837565564780549,13710,4674
763183847194451968,5890,1653
763167063695355904,0,3379
763103485927849985,7988,2539
762699858130116608,13231,4055
762471784394268675,12267,7295
762464539388485633,11247,4704
762316489655476224,5243,1258
762035686371364864,34739,17436
761976711479193600,5876,2252
761750502866649088,0,4404
761745352076779520,4623,954
761672994376806400,53740,32431
761599872357261312,4488,1310
761371037149827077,0,19968
761334018830917632,5670,1613
761292947749015552,4851,1229
761227390836215808,5780,1725
761004547850530816,12226,3854
760893934457552897,4149,1080
760656994973933572,7171,2144
760641137271070720,5376,1440
760539183865880579,8224,4045
760521673607086080,4598,1560
760290219849637889,29048,12803
760252756032651264,4274,964
760190180481531904,6203,2016
760153949710192640,0,37
759943073749200896,6451,2326
759923798737051648,15938,6338
759846353224826880,7287,2211
759793422261743616,6477,2124
759566828574212096,0,23608
759557299618865152,5101,1306
759447681597108224,9231,2737
759446261539934208,1815,546
759197388317847553,6573,2165
759159934323924993,0,1308
759099523532779520,15760,4673
759047813560868866,7068,2243
758854675097526272,3843,994
758828659922702336,12127,4261
758740312047005698,6209,1778
758474966123810816,4137,1101
758467244762497024,5215,2474
758405701903519748,5641,2138
758355060040593408,3720,1206
758099635764359168,20833,11206
758041019896193024,2944,421
757741869644341248,7462,3607
757729163776290825,0,9051
757725642876129280,4923,1359
757611664640446465,4934,1240
757597904299253760,0,323
757596066325864448,4726,1178
757400162377592832,16430,7578
757393109802180609,6329,1942
757354760399941633,4903,1584
756998049151549440,6790,2209
756939218950160384,7207,2230
756651752796094464,5501,1471
756526248105566208,11283,4037
756303284449767430,4285,1200
756288534030475264,45855,19399
756275833623502848,6972,1700
755955933503782912,7939,3198
755206590534418437,17828,5979
755110668769038337,22969,12307
754874841593970688,0,8928
754856583969079297,7445,2799
754747087846248448,2791,580
754482103782404096,5745,2159
754449512966619136,4073,818
754120377874386944,8484,2587
754011816964026368,9530,4000
753655901052166144,6335,2426
753420520834629632,8570,3968
753398408988139520,6270,2126
753375668877008896,8237,2585
753298634498793472,0,6420
753294487569522689,3689,1156
753039830821511168,40195,23286
753026973505581056,4215,1082
752932432744185856,13670,7570
752917284578922496,7443,1744
752701944171524096,0,3199
752682090207055872,6515,1787
752660715232722944,4778,1745
752568224206688256,6013,2539
752519690950500352,7979,3814
752334515931054080,4137,1224
752309394570878976,0,18512
752173152931807232,6442,2050
751950017322246144,3342,1033
751937170840121344,5656,1488
751830394383790080,6284,2168
751793661361422336,6345,3243
751598357617971201,8534,3357
751583847268179968,4777,1238
751538714308972544,5441,1401
751456908746354688,3463,1097
751251247299190784,13527,6516
751205363882532864,6816,2030
751132876104687617,5509,1444
750868782890057730,5186,1545
750719632563142656,14301,5599
750506206503038976,4820,1275
750429297815552001,14256,4797
750383411068534784,4909,1262
750381685133418496,744,35
750147208377409536,3340,1070
750132105863102464,3919,1400
750117059602808832,4663,1436
750101899009982464,3294,932
750086836815486976,2343,602
750071704093859840,8471,3705
750056684286914561,3378,984
750041628174217216,3431,686
750026558547456000,2931,872
750011400160841729,3506,1006
749996283729883136,3266,891
749981277374128128,5518,2711
749774190421639168,5021,1453
749417653287129088,6597,1853
749403093750648834,2834,607
749395845976588288,9291,3841
749317047558017024,5927,2450
749075273010798592,6230,2297
749064354620928000,5180,1676
749036806121881602,3347,865
748977405889503236,11591,3781
748932637671223296,6319,2491
748705597323898880,2986,1042
748699167502000129,5113,1767
748692773788876800,4576,1472
748575535303884801,6556,2206
748568946752774144,2356,747
748346686624440324,5628,1368
748337862848962560,8281,4568
748324050481647620,3998,845
748307329658011649,3966,792
748220828303695873,15237,8617
747963614829678593,6258,2383
747933425676525569,7150,2822
747885874273214464,3183,1093
747844099428986880,3025,824
747816857231626240,5233,1284
747651430853525504,1488,174
747648653817413632,13904,6453
747600769478692864,2503,603
747594051852075008,3972,1168
747512671126323200,5992,1748
747461612269887489,4172,1145
747439450712596480,5862,2130
747242308580548608,0,3182
747219827526344708,5686,1739
747204161125646336,3649,1011
747103485104099331,10331,4427
746906459439529985,3109,328
746872823977771008,6446,2369
746818907684614144,5699,1895
746790600704425984,5240,1762
746757706116112384,10275,4300
746726898085036033,6498,1977
746542875601690625,5416,2055
746521445350707200,0,1085
746507379341139972,4998,1193
746369468511756288,6505,1814
746131877086527488,7416,2433
746056683365994496,3817,907
745789745784041472,4349,1174
745712589599014916,7502,2565
745433870967832576,7648,2803
745422732645535745,9223,2695
745314880350101504,7702,3060
745074613265149952,8417,3875
745057283344719872,7785,2522
744995568523612160,3215,692
744971049620602880,8469,2962
744709971296780288,6018,1714
744334592493166593,7259,2363
744234799360020481,128468,77523
744223424764059648,1828,413
743980027717509120,4464,1202
743895849529389061,3916,1053
743835915802583040,0,2311
743609206067040256,4817,1513
743595368194129920,19848,7239
743545585370791937,3779,1037
743510151680958465,8478,4069
743253157753532416,4536,1332
743222593470234624,6661,2103
743210557239623680,4117,1506
742534281772302336,7567,3904
742528092657332225,4778,2189
742465774154047488,7785,4265
742423170473463808,10582,4193
742385895052087300,7304,2192
742161199639494656,4660,1510
742150209887731712,5532,1721
741793263812808706,4888,1661
741743634094141440,8771,3039
741438259667034112,3943,918
741303864243200000,9432,3556
741099773336379392,10756,6081
741067306818797568,10132,3410
740995100998766593,6874,3047
740711788199743490,3658,1028
740699697422163968,3044,859
740676976021798912,19467,7493
740373189193256964,37245,14653
740365076218183684,2664,481
740359016048689152,3542,940
740214038584557568,7176,2163
739979191639244800,21405,6524
739932936087216128,4351,1184
739844404073074688,4062,934
739623569819336705,4094,1502
739606147276148736,5782,1821
739544079319588864,42711,23608
739485634323156992,7734,3227
739238157791694849,73488,50987
738891149612572673,115,6
738885046782832640,4038,1250
738883359779196928,3588,892
738537504001953792,5462,1717
738402415918125056,3511,934
738184450748633089,4630,1327
738166403467907072,9434,3743
738156290900254721,2711,726
737826014890496000,5645,1949
737800304142471168,10706,3805
737678689543020544,5410,1468
737445876994609152,11060,4908
737322739594330112,3867,882
737310737551491075,15736,8134
736736130620620800,4630,1917
736392552031657984,19037,8176
736365877722001409,4289,1369
736225175608430592,8713,3038
736010884653420544,8475,3263
735991953473572864,3862,1260
735648611367784448,4308,1198
735635087207878657,6632,2590
735274964362878976,13943,5588
735256018284875776,3598,966
735137028879360001,3352,1058
